Alfredo Sauce,Anchovies,Artichoke,Artichokes,Arugula,Asiago Cheese,Bacon,Barbecue Sauce,Barbecued Chicken,Beef Chuck Roast,Blue Cheese,Brie Carre Cheese,Calabrese Salami,Capocollo,Caramelized Onions,Chicken,Chipotle Sauce,Chorizo Sausage,Cilantro,Coarse Sicilian Salami,Corn,Eggplant,Feta Cheese,Fontina Cheese,Friggitello Peppers,Garlic,Genoa Salami,Goat Cheese,Gorgonzola Piccante Cheese,Gouda Cheese,Green Olives,Green Peppers,Italian Sausage,Jalapeno Peppers,Kalamata Olives,Luganega Sausage,Mozzarella Cheese,Mushrooms,Nduja Salami,Onions,Oregano,Pancetta,Parmigiano Reggiano Cheese,Pears,Peperoncini verdi,Pepperoni,Pesto Sauce,Pineapple,Plum Tomatoes,Prosciutto,Prosciutto di San Daniele,Provolone Cheese,Red Onions,Red Peppers,Ricotta Cheese,Romano Cheese,Sliced Ham,Smoked Gouda Cheese,Soppressata Salami,Spinach,Sun-dried Tomatoes,Thai Sweet Chilli Sauce,Thyme,Tomato Sauce,Tomatoes,Zucchini
0.58,0.14,0.28,0.9299999999999999,0.26,0.8800000000000001,0.46,0.88,0.84,0.0,0.23,0.28,0.30000000000000004,0.44,0.22,1.3,0.12,0.0,0.09,0.32,0.16,0.0,0.25,0.32,0.28,3.720000000000001,0.0,0.27,0.32,0.26,1.31,0.76,0.0,0.48000000000000004,0.2,0.34,5.290000000000001,0.8,0.32,0.16,0.0,0.06,0.16,0.14,0.07,1.41,0.29000000000000004,0.75,0.0,0.12,0.34,0.14,2.4500000000000006,2.12,0.38,0.12,0.6,0.21,0.0,1.5699999999999998,0.11,0.66,0.22,4.829999999999999,3.2199999999999998,0.11
0.58,0.07,0.42000000000000004,1.05,0.13,0.32,0.23,0.88,0.84,0.58,0.46,0.0,0.1,0.7300000000000001,0.0,0.63,0.12,0.0,0.09,0.0,0.16,0.13,0.71,0.48,0.0,3.7700000000000005,0.26,1.48,0.16,0.39,0.49000000000000005,0.72,0.0,0.68,0.22,0.0,3.43,1.0299999999999998,0.0,0.0,0.28,0.0,0.08,0.0,0.28,2.36,0.25,0.27,0.0,0.0,0.17,0.28,1.49,1.4100000000000001,0.19,0.24,0.3,0.42,0.0,0.6,0.11,0.0,0.0,4.470000000000001,2.1299999999999994,0.22
0.8699999999999999,0.14,0.14,1.17,0.39,0.65,0.6900000000000001,0.22,0.21,0.0,0.6900000000000001,0.14,0.2,0.5900000000000001,0.11,0.9100000000000001,0.04,0.0,0.22,0.32,0.14,0.26,0.09,0.16,0.0,3.19,0.52,0.27,0.48,0.13,0.6200000000000001,0.48,0.0,0.37,0.05,0.34,5.25,0.82,0.0,0.16,0.0,0.0,0.24,0.07,0.07,2.0500000000000003,0.5,0.27,0.0,0.06,0.51,0.42000000000000004,1.82,1.3800000000000001,0.5700000000000001,0.36,0.3,0.63,0.0,0.65,0.22,0.0,0.11,4.749999999999999,2.29,0.66
0.29,0.14,0.42000000000000004,0.42,0.0,0.33,1.05,0.22,0.21,0.0,0.0,0.0,0.1,0.7100000000000001,0.0,1.19,0.16,0.6900000000000001,0.31,0.16,0.30000000000000004,0.13,0.16999999999999998,0.48,0.0,2.72,0.26,0.8700000000000001,0.0,0.39,0.67,0.24,0.27,0.8500000000000001,0.05,0.17,4.44,0.76,0.0,0.08,0.42000000000000004,0.0,0.0,0.0,0.07,2.79,0.1,1.09,0.0,0.0,0.0,0.0,1.31,1.9499999999999997,0.0,0.0,0.8999999999999999,0.0,0.0,0.55,0.0,0.88,0.0,3.96,2.4199999999999995,0.22
1.45,0.07,0.56,0.95,0.0,0.7400000000000001,0.81,0.0,0.0,0.58,0.6900000000000001,0.14,0.30000000000000004,0.5800000000000001,0.11,2.2500000000000004,0.31999999999999995,0.23,0.62,0.48,0.6000000000000001,0.0,0.65,1.08,0.0,4.4300000000000015,0.26,0.27,0.32,0.52,1.05,0.08,0.09,1.2999999999999998,0.39,0.51,5.420000000000001,1.22,0.0,0.24,0.0,0.0,0.16,0.07,0.07,2.9600000000000004,0.5800000000000001,0.41000000000000003,0.05,0.06,0.0,0.42000000000000004,1.9200000000000004,2.22,0.38,0.36,0.3,0.63,0.42,1.21,0.26,0.44,0.11,4.83,2.7399999999999998,0.0
0.0,0.07,0.14,0.3,0.13,0.08,0.7,0.44,0.42,0.29,0.23,0.0,0.0,0.7700000000000001,0.0,0.8600000000000001,0.16,0.46,0.31,0.16,0.30000000000000004,0.0,0.44,0.16,0.0,2.62,0.52,1.1400000000000001,0.16,0.13,0.4600000000000001,0.44,0.18,0.45000000000000007,0.11,0.17,5.290000000000001,0.72,0.0,0.08,0.42000000000000004,0.0,0.08,0.0,0.14,3.95,0.0,1.09,0.0,0.0,0.17,0.14,1.18,1.81,0.19,0.12,0.8999999999999999,0.21,0.0,0.49999999999999994,0.0,0.88,0.0,4.580000000000001,2.5100000000000002,0.11
0.58,0.0,0.14,0.7,0.0,0.28,0.24,0.44,0.42,0.29,0.0,0.0,0.30000000000000004,0.65,0.0,1.02,0.27999999999999997,0.46,0.4,0.0,0.46,0.0,1.0199999999999998,0.16,0.0,2.6700000000000004,0.0,0.4,0.32,0.13,1.23,0.44,0.18,0.53,0.45,0.0,3.92,1.36,0.0,0.0,0.28,0.0,0.16,0.0,0.0,1.3800000000000001,0.15,0.9500000000000001,0.1,0.0,0.0,0.0,2.06,1.5699999999999998,0.38,0.0,0.8999999999999999,0.0,0.0,1.5700000000000003,0.19,0.44,0.0,4.54,1.6800000000000002,0.11
0.8699999999999999,0.0,0.56,1.2400000000000002,0.39,0.8,2.31,0.0,0.0,0.29,0.92,0.14,0.30000000000000004,1.0,0.11,2.09,0.2,0.46,0.53,0.64,0.44000000000000006,0.0,0.6799999999999999,0.86,0.28,5.4300000000000015,0.52,1.28,0.48,0.52,1.07,0.4,0.18,1.22,0.55,0.68,9.420000000000005,1.87,0.32,0.32,0.14,0.06,0.24,0.07,0.28,4.0600000000000005,0.28,1.6300000000000003,0.1,0.06,0.51,0.56,3.3999999999999995,3.0200000000000005,0.5700000000000001,0.48,1.5,0.84,0.21,1.8000000000000007,0.08,0.88,0.11,8.380000000000003,3.9399999999999995,0.22
0.29,0.0,0.28,0.35,0.13,0.18000000000000002,0.9299999999999999,0.44,0.42,0.58,0.0,0.14,0.2,0.4,0.11,0.72,0.04,0.46,0.22,0.16,0.14,0.13,0.48,0.32,0.0,1.8500000000000003,0.26,0.0,0.32,0.26,0.36,0.44,0.18,0.5700000000000001,0.39,0.17,3.7499999999999996,0.32,0.0,0.08,0.0,0.0,0.16,0.07,0.0,2.85,0.24000000000000002,0.07,0.05,0.06,0.17,0.0,1.17,1.36,0.38,0.0,0.0,0.0,0.0,0.5900000000000001,0.04,0.22,0.11,3.439999999999999,1.4800000000000002,0.33
0.0,0.0,0.14,0.42,0.0,0.15,0.46,0.44,0.42,0.29,0.46,0.14,0.30000000000000004,0.5700000000000001,0.11,0.29000000000000004,0.0,0.0,0.0,0.64,0.0,0.13,0.53,0.6,0.28,4.12,0.0,0.47000000000000003,0.16,0.13,1.07,0.52,0.0,0.2,0.16,0.68,4.130000000000001,1.32,0.32,0.32,0.14,0.06,0.08,0.07,0.07,1.9100000000000001,0.38,0.27,0.0,0.06,0.0,0.28,1.9600000000000002,1.0499999999999998,0.19,0.24,0.3,0.42,0.42,1.07,0.0,0.0,0.11,4.32,2.18,0.33
0.58,0.07,0.28,1.9,0.13,0.32,0.71,0.44,0.42,0.8699999999999999,0.6900000000000001,0.0,0.0,0.47000000000000003,0.0,2.0100000000000002,0.16,0.92,0.31,0.48,0.30000000000000004,0.26,1.0399999999999998,0.76,0.28,5.41,0.26,1.28,0.0,0.26,0.66,1.08,0.36,0.65,0.67,0.51,10.110000000000003,1.5700000000000003,0.32,0.24,0.14,0.06,0.0,0.0,0.28,6.470000000000001,0.9200000000000002,1.9700000000000002,0.1,0.0,0.17,0.42000000000000004,2.38,3.0700000000000003,0.0,0.36,1.7999999999999998,0.63,0.42,2.17,0.3,1.1,0.0,7.799999999999998,4.46,0.99
0.29,0.07,0.0,0.75,0.39,0.14,0.12,0.44,0.42,0.29,0.23,0.0,0.1,0.49,0.0,0.53,0.16,0.23,0.31,0.16,0.30000000000000004,0.39,0.5999999999999999,0.0,0.14,3.0100000000000002,0.0,0.9400000000000001,0.16,0.0,1.1500000000000001,0.64,0.09,0.25,0.11,0.17,4.900000000000002,1.1700000000000002,0.16,0.08,0.28,0.03,0.08,0.0,0.14,3.14,0.30000000000000004,0.34,0.0,0.0,0.51,0.14,1.44,1.4300000000000002,0.19,0.12,0.3,0.21,0.0,1.06,0.0,0.22,0.0,5.5,2.23,0.88
0.0,0.14,0.28,0.47,0.13,0.22999999999999998,0.35,0.0,0.0,0.0,0.23,0.0,0.30000000000000004,0.67,0.0,0.33,0.44,0.23,0.71,0.48,0.76,0.13,0.3,0.54,0.14,4.010000000000001,0.52,0.0,0.48,0.26,0.85,0.32,0.09,0.98,0.22000000000000003,0.51,5.420000000000002,0.8400000000000001,0.16,0.24,0.0,0.03,0.24,0.0,0.0,1.73,0.24000000000000002,0.81,0.05,0.0,0.17,0.14,2.16,0.8999999999999999,0.5700000000000001,0.12,0.8999999999999999,0.21,0.21,0.9500000000000001,0.04,0.0,0.0,4.76,2.5100000000000002,0.44
1.16,0.14,0.7000000000000001,2.01,0.26,1.09,1.29,0.88,0.84,0.58,0.6900000000000001,0.0,0.30000000000000004,1.4600000000000002,0.0,2.5100000000000002,0.2,1.1500000000000001,0.53,0.96,0.44000000000000006,0.39,0.87,0.8,0.28,7.980000000000001,0.52,2.7600000000000002,0.96,0.65,1.9900000000000002,1.3599999999999999,0.44999999999999996,1.42,0.37,1.02,11.66,2.1500000000000004,0.32,0.48,0.42000000000000004,0.06,0.48,0.0,0.56,4.550000000000001,0.30000000000000004,1.7700000000000002,0.0,0.0,0.34,0.42000000000000004,3.66,3.9099999999999997,1.1400000000000001,0.36,1.5,0.63,0.0,1.9700000000000002,0.0,1.32,0.0,11.240000000000002,6.4399999999999995,1.1
0.0,0.0,0.42000000000000004,0.54,0.13,0.45999999999999996,0.6900000000000001,0.0,0.0,0.29,0.6900000000000001,0.14,0.2,1.0,0.11,0.23,0.08,0.0,0.44,0.0,0.28,0.13,0.27,0.7,0.14,3.0300000000000007,1.04,0.47000000000000003,0.16,0.39,0.26,0.0,0.0,0.9400000000000002,0.21000000000000002,0.0,3.2300000000000004,0.52,0.16,0.0,0.14,0.03,0.08,0.07,0.07,2.3600000000000003,0.1,0.54,0.0,0.06,0.17,0.42000000000000004,1.4000000000000001,0.5700000000000001,0.19,0.36,0.6,0.63,0.21,0.45,0.0,0.0,0.11,3.6799999999999997,2.1199999999999997,0.22
0.8699999999999999,0.07,0.0,0.9400000000000001,0.13,0.76,0.82,0.44,0.42,0.8699999999999999,0.0,0.0,0.1,0.37,0.0,1.32,0.24,0.6900000000000001,0.18,0.32,0.32,0.0,1.19,0.44,0.0,3.1500000000000004,0.26,0.54,0.32,0.0,1.5300000000000002,0.44,0.27,0.16,0.77,0.34,5.240000000000002,1.43,0.0,0.16,0.0,0.0,0.16,0.0,0.14,2.9600000000000004,0.14,0.9500000000000001,0.1,0.0,0.17,0.0,1.9300000000000004,1.8900000000000001,0.38,0.0,0.8999999999999999,0.0,0.42,2.0,0.08,0.44,0.0,5.409999999999999,2.67,0.11
0.0,0.07,0.28,1.25,0.39,0.0,1.16,0.22,0.21,1.16,0.46,0.0,0.1,0.49,0.0,0.8899999999999999,0.12,0.46,0.09,0.64,0.16,0.39,1.01,0.32,0.0,4.23,0.0,0.9400000000000001,0.48,0.26,0.8900000000000001,0.28,0.18,0.48000000000000004,0.61,0.68,6.3000000000000025,0.6800000000000002,0.0,0.32,0.28,0.0,0.24,0.0,0.14,3.4,0.7300000000000001,0.21000000000000002,0.05,0.0,0.51,0.28,1.49,2.0900000000000003,0.5700000000000001,0.24,0.0,0.42,0.0,1.1599999999999997,0.15,0.66,0.0,6.1,3.1099999999999994,0.77
0.0,0.0,0.28,0.8,0.0,0.08,0.0,0.0,0.0,0.0,0.23,0.14,0.1,0.5900000000000001,0.11,0.39,0.2,0.0,0.53,0.16,0.44000000000000006,0.13,0.12,0.54,0.14,2.4099999999999997,0.52,0.47000000000000003,0.16,0.26,0.23,0.2,0.0,0.8200000000000001,0.17,0.17,1.9499999999999997,0.35000000000000003,0.16,0.08,0.14,0.03,0.08,0.07,0.07,0.71,0.25,0.07,0.05,0.06,0.0,0.14,0.6900000000000001,0.6599999999999999,0.19,0.12,0.0,0.21,0.21,0.49,0.15,0.22,0.11,2.19,1.81,0.33
0.0,0.07,0.7000000000000001,2.0599999999999996,0.65,0.61,1.39,0.66,0.63,1.7399999999999998,0.46,0.0,0.30000000000000004,1.2300000000000002,0.0,0.8,0.6799999999999999,0.46,0.8899999999999999,0.0,1.08,0.13,1.29,1.46,0.28,6.980000000000001,1.04,1.01,0.64,0.65,0.47000000000000003,1.08,0.18,1.74,0.98,0.0,9.850000000000003,1.58,0.32,0.0,0.14,0.06,0.32,0.0,0.21000000000000002,5.6000000000000005,0.69,0.6800000000000002,0.05,0.0,0.8500000000000001,0.28,3.4699999999999993,2.5300000000000007,0.76,0.24,0.6,0.42,0.63,1.6900000000000004,0.37,0.44,0.0,9.980000000000002,5.099999999999999,0.55
0.58,0.07,0.0,0.89,0.0,0.62,0.9299999999999999,0.66,0.63,0.29,0.6900000000000001,0.0,0.1,0.32,0.0,0.9400000000000002,0.36,0.46,0.8400000000000001,0.32,0.74,0.26,0.73,0.22,0.14,3.3700000000000006,0.26,0.27,0.16,0.0,0.97,0.6,0.18,0.67,0.38,0.34,4.8900000000000015,1.36,0.16,0.16,0.0,0.03,0.08,0.0,0.07,3.0500000000000003,0.2,0.34,0.05,0.0,0.0,0.42000000000000004,2.5300000000000002,1.9300000000000004,0.19,0.36,0.3,0.63,0.21,1.23,0.04,0.22,0.0,4.069999999999999,2.86,0.55
0.29,0.14,0.0,0.5,0.26,0.18000000000000002,0.35,0.88,0.84,0.0,0.0,0.0,0.4,0.66,0.0,0.78,0.12,0.23,0.09,0.32,0.16,0.0,0.12,0.0,0.14,2.12,0.26,0.0,0.16,0.0,0.8799999999999999,0.88,0.09,0.08,0.17,0.34,4.430000000000001,0.24,0.16,0.16,0.0,0.03,0.08,0.0,0.0,1.1500000000000001,0.29000000000000004,0.41000000000000003,0.05,0.0,0.34,0.0,1.7100000000000002,1.7100000000000002,0.19,0.0,0.3,0.0,0.0,0.72,0.15,0.44,0.0,3.3499999999999996,2.3299999999999996,0.22
0.0,0.14,0.0,0.7999999999999999,0.13,0.12,0.12,0.0,0.0,0.0,0.0,0.14,0.2,1.1400000000000001,0.11,0.5800000000000001,0.6,0.23,0.44999999999999996,0.16,0.8,0.0,0.29000000000000004,0.44,0.0,4.880000000000002,0.78,1.48,0.16,0.0,0.7999999999999999,0.12,0.09,0.4,0.17,0.17,2.849999999999999,0.6600000000000001,0.0,0.08,0.28,0.0,0.08,0.07,0.28,1.3800000000000001,0.42000000000000004,0.07,0.05,0.06,0.17,0.0,1.3299999999999998,1.4,0.19,0.0,0.0,0.0,0.42,1.1800000000000002,0.04,0.22,0.11,3.9899999999999993,3.03,0.11
0.0,0.07,0.7000000000000001,0.5,0.0,0.16,0.58,0.44,0.42,0.29,0.0,0.0,0.2,0.8200000000000001,0.0,0.54,0.27999999999999997,0.23,0.4,0.48,0.46,0.0,0.6599999999999999,1.02,0.42000000000000004,4.37,1.04,0.0,0.16,0.65,0.64,0.52,0.09,1.3299999999999998,0.28,0.51,7.370000000000002,1.21,0.48,0.24,0.0,0.09,0.08,0.0,0.0,7.270000000000001,0.29000000000000004,0.8800000000000001,0.05,0.0,0.0,0.0,2.4499999999999997,1.19,0.19,0.0,0.8999999999999999,0.0,0.21,1.0,0.15,0.22,0.0,6.28,2.9,0.11
0.29,0.14,0.28,0.55,0.0,0.26,0.35,0.88,0.84,0.58,0.23,0.0,0.1,0.68,0.0,0.6800000000000002,0.44,0.23,1.28,0.32,1.02,0.13,0.8499999999999999,0.32,0.14,2.8500000000000005,0.78,0.2,0.16,0.26,1.05,0.8,0.09,1.4100000000000001,0.56,0.34,4.59,0.94,0.16,0.16,0.14,0.03,0.08,0.0,0.0,2.11,0.1,0.81,0.1,0.0,0.0,0.14,1.75,1.5000000000000002,0.19,0.12,0.8999999999999999,0.21,0.0,1.01,0.08,0.0,0.0,4.3,3.2599999999999993,0.22
0.0,0.07,0.14,0.44999999999999996,0.0,0.0,0.7,0.22,0.21,0.58,0.23,0.0,0.1,0.31,0.0,0.94,0.24000000000000002,0.46,0.75,0.64,0.5800000000000001,0.0,0.53,0.16,0.0,2.5700000000000003,0.0,0.47000000000000003,0.0,0.13,0.8900000000000001,0.56,0.18,0.7900000000000001,0.22,0.68,4.84,0.92,0.0,0.32,0.14,0.0,0.0,0.0,0.07,2.89,0.29000000000000004,0.48000000000000004,0.0,0.0,0.0,0.14,1.36,1.6199999999999999,0.0,0.12,0.3,0.21,0.0,0.85,0.11,0.66,0.0,3.73,2.8199999999999994,0.22
0.0,0.0,0.14,1.3199999999999998,0.26,0.22999999999999998,0.59,0.66,0.63,0.0,0.0,0.14,0.1,0.7700000000000001,0.11,0.9299999999999999,0.04,0.6900000000000001,0.22,0.32,0.14,0.52,0.08,0.38,0.0,3.1600000000000006,0.52,0.9400000000000001,0.16,0.13,0.6100000000000001,0.6399999999999999,0.27,0.37,0.05,0.34,4.920000000000002,0.68,0.0,0.16,0.28,0.0,0.08,0.07,0.14,3.36,0.8300000000000001,0.48000000000000004,0.0,0.06,0.34,0.0,0.56,2.0500000000000003,0.19,0.0,0.3,0.0,0.21,0.89,0.11,0.66,0.11,4.879999999999999,3.23,0.88
0.0,0.14,0.42000000000000004,0.6,0.26,0.08,0.46,0.22,0.21,0.58,0.0,0.14,0.2,0.8500000000000001,0.11,0.55,0.2,0.0,0.53,0.64,0.44000000000000006,0.13,0.44,1.14,0.28,4.97,0.52,0.67,0.48,0.39,1.1,0.6,0.0,1.02,0.22,0.68,6.260000000000001,1.03,0.32,0.32,0.28,0.06,0.24,0.07,0.07,1.72,0.39,0.8800000000000001,0.0,0.06,0.34,0.0,1.7700000000000002,1.4,0.5700000000000001,0.0,0.8999999999999999,0.0,0.63,1.0,0.11,0.22,0.11,5.949999999999998,3.42,0.55
0.0,0.07,0.0,0.15,0.26,0.0,0.5800000000000001,0.44,0.42,0.29,0.23,0.0,0.30000000000000004,0.78,0.0,1.1,0.12,0.23,0.66,0.0,0.42000000000000004,0.13,0.45,0.0,0.14,2.7399999999999998,0.0,0.6000000000000001,0.16,0.0,0.47000000000000003,0.7200000000000001,0.09,0.51,0.11,0.0,4.180000000000001,1.12,0.16,0.0,0.42000000000000004,0.03,0.08,0.0,0.0,1.1,0.24000000000000002,0.28,0.0,0.0,0.34,0.14,2.09,2.13,0.19,0.12,0.0,0.21,0.0,0.58,0.0,0.88,0.0,4.42,2.57,0.44
0.0,0.28,0.28,0.5,0.13,0.04,0.35,0.66,0.63,0.58,0.6900000000000001,0.0,0.1,0.63,0.0,0.45,0.16,0.23,0.31,0.32,0.30000000000000004,0.0,0.75,0.32,0.0,4.27,0.26,0.9400000000000001,0.32,0.26,0.65,0.6799999999999999,0.09,0.65,0.39,0.34,4.190000000000001,0.8300000000000001,0.0,0.16,0.28,0.0,0.16,0.0,0.14,1.4,0.14,0.07,0.05,0.0,0.17,0.42000000000000004,1.9099999999999997,1.3,0.38,0.36,0.0,0.63,0.0,0.7400000000000001,0.04,0.22,0.0,4.900000000000001,2.74,0.11
