order_id,date,time,time_bucket
263,05/01/2015,12:57:22,Lunch
264,05/01/2015,13:03:59,Lunch
265,05/01/2015,13:04:42,Lunch
266,05/01/2015,13:09:29,Lunch
267,05/01/2015,13:37:50,Lunch
268,05/01/2015,13:40:46,Lunch
269,05/01/2015,13:49:34,Lunch
270,05/01/2015,14:09:02,Lunch
271,05/01/2015,14:22:19,Lunch
272,05/01/2015,14:24:05,Lunch
273,05/01/2015,14:28:00,Lunch
274,05/01/2015,14:36:33,Lunch
275,05/01/2015,14:38:14,Lunch
276,05/01/2015,15:18:18,Afternoon
277,05/01/2015,15:41:50,Afternoon
278,05/01/2015,15:49:21,Afternoon
279,05/01/2015,16:07:03,Afternoon
280,05/01/2015,16:20:23,Afternoon
281,05/01/2015,16:33:48,Afternoon
282,05/01/2015,16:49:38,Afternoon
283,05/01/2015,16:51:43,Afternoon
284,05/01/2015,16:58:16,Afternoon
285,05/01/2015,16:58:38,Afternoon
286,05/01/2015,17:01:23,Afternoon
287,05/01/2015,17:30:09,Afternoon
288,05/01/2015,17:32:44,Afternoon
289,05/01/2015,17:36:23,Afternoon
290,05/01/2015,17:41:16,Afternoon
291,05/01/2015,17:44:39,Afternoon
292,05/01/2015,17:48:59,Afternoon
293,05/01/2015,17:58:38,Afternoon
294,05/01/2015,18:16:35,Dinner
295,05/01/2015,18:20:12,Dinner
296,05/01/2015,18:46:54,Dinner
297,05/01/2015,19:02:18,Dinner
298,05/01/2015,19:10:36,Dinner
299,05/01/2015,19:34:31,Dinner
300,05/01/2015,19:42:54,Dinner
301,05/01/2015,19:45:58,Dinner
302,05/01/2015,19:57:37,Dinner
303,05/01/2015,20:02:51,Dinner
304,05/01/2015,20:07:58,Dinner
305,05/01/2015,20:35:40,Dinner
306,05/01/2015,20:37:40,Dinner
307,05/01/2015,21:45:38,Dinner
308,05/01/2015,21:59:46,Dinner
309,06/01/2015,11:39:06,Lunch
310,06/01/2015,11:40:48,Lunch
311,06/01/2015,11:57:27,Lunch
312,06/01/2015,12:05:21,Lunch
313,06/01/2015,12:09:09,Lunch
314,06/01/2015,12:11:58,Lunch
315,06/01/2015,12:17:40,Lunch
316,06/01/2015,12:29:34,Lunch
317,06/01/2015,12:31:00,Lunch
318,06/01/2015,12:45:14,Lunch
319,06/01/2015,12:46:22,Lunch
320,06/01/2015,12:46:40,Lunch
321,06/01/2015,12:56:21,Lunch
322,06/01/2015,13:02:13,Lunch
323,06/01/2015,13:05:33,Lunch
324,06/01/2015,13:06:44,Lunch
325,06/01/2015,13:07:32,Lunch
326,06/01/2015,13:10:13,Lunch
327,06/01/2015,13:10:54,Lunch
328,06/01/2015,13:16:35,Lunch
329,06/01/2015,13:22:44,Lunch
330,06/01/2015,13:27:11,Lunch
331,06/01/2015,13:43:30,Lunch
332,06/01/2015,14:12:01,Lunch
333,06/01/2015,14:16:36,Lunch
334,06/01/2015,14:24:18,Lunch
335,06/01/2015,14:24:47,Lunch
336,06/01/2015,14:51:41,Lunch
337,06/01/2015,15:03:12,Afternoon
338,06/01/2015,15:18:26,Afternoon
339,06/01/2015,15:25:13,Afternoon
340,06/01/2015,15:35:32,Afternoon
341,06/01/2015,15:35:47,Afternoon
342,06/01/2015,15:44:12,Afternoon
343,06/01/2015,15:45:37,Afternoon
344,06/01/2015,16:01:11,Afternoon
345,06/01/2015,16:01:47,Afternoon
346,06/01/2015,16:30:00,Afternoon
347,06/01/2015,16:37:17,Afternoon
348,06/01/2015,16:49:12,Afternoon
349,06/01/2015,17:25:58,Afternoon
350,06/01/2015,17:37:05,Afternoon
351,06/01/2015,17:37:29,Afternoon
352,06/01/2015,17:45:48,Afternoon
353,06/01/2015,17:59:48,Afternoon
354,06/01/2015,18:01:44,Dinner
355,06/01/2015,18:14:45,Dinner
356,06/01/2015,18:16:05,Dinner
357,06/01/2015,18:27:58,Dinner
358,06/01/2015,18:30:12,Dinner
359,06/01/2015,18:33:08,Dinner
360,06/01/2015,18:50:38,Dinner
361,06/01/2015,19:12:38,Dinner
362,06/01/2015,19:13:36,Dinner
363,06/01/2015,19:20:31,Dinner
364,06/01/2015,19:27:24,Dinner
365,06/01/2015,19:37:26,Dinner
366,06/01/2015,20:04:20,Dinner
367,06/01/2015,20:05:12,Dinner
368,06/01/2015,20:28:16,Dinner
369,06/01/2015,20:30:06,Dinner
370,06/01/2015,21:02:30,Dinner
371,06/01/2015,21:15:20,Dinner
372,06/01/2015,22:26:59,Dinner
373,07/01/2015,11:45:18,Lunch
374,07/01/2015,11:55:59,Lunch
375,07/01/2015,11:58:36,Lunch
376,07/01/2015,12:01:17,Lunch
377,07/01/2015,12:03:18,Lunch
378,07/01/2015,12:19:37,Lunch
379,07/01/2015,12:25:37,Lunch
380,07/01/2015,12:32:10,Lunch
381,07/01/2015,12:33:06,Lunch
382,07/01/2015,12:33:07,Lunch
383,07/01/2015,12:43:59,Lunch
384,07/01/2015,12:51:46,Lunch
385,07/01/2015,12:54:19,Lunch
386,07/01/2015,12:58:16,Lunch
387,07/01/2015,13:03:14,Lunch
388,07/01/2015,13:04:56,Lunch
389,07/01/2015,13:10:17,Lunch
390,07/01/2015,13:15:32,Lunch
391,07/01/2015,13:25:31,Lunch
392,07/01/2015,13:36:47,Lunch
393,07/01/2015,13:48:31,Lunch
394,07/01/2015,14:02:18,Lunch
395,07/01/2015,14:11:08,Lunch
396,07/01/2015,14:12:21,Lunch
397,07/01/2015,14:31:10,Lunch
398,07/01/2015,14:56:26,Lunch
399,07/01/2015,15:47:49,Afternoon
400,07/01/2015,16:03:07,Afternoon
401,07/01/2015,16:08:35,Afternoon
402,07/01/2015,16:24:46,Afternoon
403,07/01/2015,16:26:10,Afternoon
404,07/01/2015,16:39:27,Afternoon
405,07/01/2015,16:44:16,Afternoon
406,07/01/2015,16:50:49,Afternoon
407,07/01/2015,16:56:42,Afternoon
408,07/01/2015,17:09:09,Afternoon
409,07/01/2015,17:15:04,Afternoon
410,07/01/2015,17:33:49,Afternoon
411,07/01/2015,17:58:09,Afternoon
412,07/01/2015,18:07:46,Dinner
413,07/01/2015,18:11:32,Dinner
414,07/01/2015,18:13:22,Dinner
415,07/01/2015,18:16:23,Dinner
416,07/01/2015,18:17:42,Dinner
417,07/01/2015,18:24:40,Dinner
418,07/01/2015,18:40:11,Dinner
419,07/01/2015,19:02:31,Dinner
420,07/01/2015,19:04:40,Dinner
421,07/01/2015,19:21:58,Dinner
422,07/01/2015,19:30:25,Dinner
423,07/01/2015,19:45:07,Dinner
424,07/01/2015,20:01:28,Dinner
425,07/01/2015,20:21:19,Dinner
426,07/01/2015,20:25:45,Dinner
427,07/01/2015,21:49:00,Dinner
428,07/01/2015,22:05:00,Dinner
429,07/01/2015,22:16:53,Dinner
430,07/01/2015,22:46:13,Dinner
431,08/01/2015,11:17:13,Lunch
432,08/01/2015,11:39:07,Lunch
433,08/01/2015,11:49:50,Lunch
434,08/01/2015,11:54:14,Lunch
435,08/01/2015,12:06:09,Lunch
436,08/01/2015,12:07:21,Lunch
437,08/01/2015,12:07:54,Lunch
438,08/01/2015,12:08:38,Lunch
439,08/01/2015,12:13:08,Lunch
440,08/01/2015,12:16:34,Lunch
441,08/01/2015,12:16:58,Lunch
442,08/01/2015,12:28:49,Lunch
443,08/01/2015,12:34:20,Lunch
444,08/01/2015,12:40:05,Lunch
445,08/01/2015,12:57:39,Lunch
446,08/01/2015,12:58:01,Lunch
447,08/01/2015,13:02:00,Lunch
448,08/01/2015,13:03:34,Lunch
449,08/01/2015,13:04:15,Lunch
450,08/01/2015,13:07:53,Lunch
451,08/01/2015,13:19:06,Lunch
452,08/01/2015,13:24:11,Lunch
453,08/01/2015,13:27:14,Lunch
454,08/01/2015,13:31:40,Lunch
455,08/01/2015,13:39:14,Lunch
456,08/01/2015,13:47:53,Lunch
457,08/01/2015,13:59:04,Lunch
458,08/01/2015,14:00:05,Lunch
459,08/01/2015,14:14:02,Lunch
460,08/01/2015,14:19:58,Lunch
461,08/01/2015,14:21:19,Lunch
462,08/01/2015,14:38:41,Lunch
463,08/01/2015,14:40:28,Lunch
464,08/01/2015,14:49:01,Lunch
465,08/01/2015,14:55:23,Lunch
466,08/01/2015,15:30:10,Afternoon
467,08/01/2015,15:33:13,Afternoon
468,08/01/2015,15:36:12,Afternoon
469,08/01/2015,15:37:18,Afternoon
470,08/01/2015,15:49:13,Afternoon
471,08/01/2015,16:20:26,Afternoon
472,08/01/2015,16:29:50,Afternoon
473,08/01/2015,16:41:27,Afternoon
474,08/01/2015,16:47:48,Afternoon
475,08/01/2015,17:15:17,Afternoon
476,08/01/2015,17:27:56,Afternoon
477,08/01/2015,17:30:04,Afternoon
478,08/01/2015,17:35:56,Afternoon
479,08/01/2015,17:37:03,Afternoon
480,08/01/2015,17:41:31,Afternoon
481,08/01/2015,17:41:37,Afternoon
482,08/01/2015,17:52:42,Afternoon
483,08/01/2015,17:54:05,Afternoon
484,08/01/2015,18:02:54,Dinner
485,08/01/2015,18:07:31,Dinner
486,08/01/2015,18:15:08,Dinner
487,08/01/2015,18:30:16,Dinner
488,08/01/2015,18:46:02,Dinner
489,08/01/2015,18:48:43,Dinner
490,08/01/2015,18:49:24,Dinner
491,08/01/2015,19:01:12,Dinner
492,08/01/2015,19:06:21,Dinner
493,08/01/2015,19:31:47,Dinner
494,08/01/2015,19:38:40,Dinner
495,08/01/2015,19:42:52,Dinner
496,08/01/2015,19:46:18,Dinner
497,08/01/2015,19:49:26,Dinner
498,08/01/2015,20:02:25,Dinner
499,08/01/2015,21:10:46,Dinner
500,08/01/2015,21:46:49,Dinner
501,08/01/2015,21:51:31,Dinner
502,08/01/2015,22:26:08,Dinner
503,09/01/2015,11:16:21,Lunch
504,09/01/2015,11:48:18,Lunch
505,09/01/2015,11:55:10,Lunch
506,09/01/2015,12:02:09,Lunch
507,09/01/2015,12:06:03,Lunch
508,09/01/2015,12:13:32,Lunch
509,09/01/2015,12:13:58,Lunch
510,09/01/2015,12:15:03,Lunch
511,09/01/2015,12:18:21,Lunch
512,09/01/2015,12:19:24,Lunch
513,09/01/2015,12:22:48,Lunch
514,09/01/2015,12:26:47,Lunch
515,09/01/2015,13:07:37,Lunch
516,09/01/2015,13:09:09,Lunch
517,09/01/2015,13:09:11,Lunch
518,09/01/2015,13:11:25,Lunch
519,09/01/2015,13:15:20,Lunch
520,09/01/2015,13:22:33,Lunch
521,09/01/2015,13:43:07,Lunch
522,09/01/2015,14:09:33,Lunch
523,09/01/2015,14:42:14,Lunch
524,09/01/2015,14:51:35,Lunch
525,09/01/2015,15:08:46,Afternoon
526,09/01/2015,15:10:13,Afternoon
527,09/01/2015,15:23:37,Afternoon
528,09/01/2015,15:27:21,Afternoon
529,09/01/2015,15:31:01,Afternoon
530,09/01/2015,15:43:01,Afternoon
531,09/01/2015,15:58:10,Afternoon
532,09/01/2015,16:14:28,Afternoon
533,09/01/2015,16:28:43,Afternoon
534,09/01/2015,16:43:32,Afternoon
535,09/01/2015,17:08:47,Afternoon
536,09/01/2015,17:18:50,Afternoon
537,09/01/2015,17:23:52,Afternoon
538,09/01/2015,17:44:04,Afternoon
539,09/01/2015,17:51:34,Afternoon
540,09/01/2015,17:52:41,Afternoon
541,09/01/2015,18:07:47,Dinner
542,09/01/2015,18:08:06,Dinner
543,09/01/2015,18:23:59,Dinner
544,09/01/2015,18:31:04,Dinner
545,09/01/2015,18:46:28,Dinner
546,09/01/2015,18:47:27,Dinner
547,09/01/2015,18:49:23,Dinner
548,09/01/2015,19:06:09,Dinner
549,09/01/2015,19:06:34,Dinner
550,09/01/2015,19:12:59,Dinner
551,09/01/2015,19:26:24,Dinner
552,09/01/2015,19:31:25,Dinner
553,09/01/2015,20:14:47,Dinner
554,09/01/2015,20:15:51,Dinner
555,09/01/2015,20:18:25,Dinner
556,09/01/2015,20:23:12,Dinner
557,09/01/2015,20:30:06,Dinner
558,09/01/2015,20:51:10,Dinner
559,09/01/2015,21:10:16,Dinner
560,09/01/2015,21:13:48,Dinner
561,09/01/2015,21:47:56,Dinner
562,09/01/2015,22:04:05,Dinner
563,09/01/2015,22:19:03,Dinner
564,09/01/2015,22:32:32,Dinner
565,10/01/2015,12:11:19,Lunch
566,10/01/2015,12:21:19,Lunch
567,10/01/2015,12:27:47,Lunch
568,10/01/2015,12:28:53,Lunch
569,10/01/2015,12:37:10,Lunch
570,10/01/2015,13:13:59,Lunch
571,10/01/2015,13:14:47,Lunch
572,10/01/2015,13:15:32,Lunch
573,10/01/2015,13:39:33,Lunch
574,10/01/2015,13:40:54,Lunch
575,10/01/2015,13:41:04,Lunch
576,10/01/2015,13:44:22,Lunch
577,10/01/2015,13:45:00,Lunch
578,10/01/2015,13:48:49,Lunch
579,10/01/2015,13:51:19,Lunch
580,10/01/2015,13:56:01,Lunch
581,10/01/2015,14:13:01,Lunch
582,10/01/2015,14:24:14,Lunch
583,10/01/2015,14:33:19,Lunch
584,10/01/2015,15:05:29,Afternoon
585,10/01/2015,15:58:42,Afternoon
586,10/01/2015,16:09:57,Afternoon
587,10/01/2015,16:32:36,Afternoon
588,10/01/2015,16:33:36,Afternoon
589,10/01/2015,17:12:39,Afternoon
590,10/01/2015,17:23:39,Afternoon
591,10/01/2015,17:32:54,Afternoon
592,10/01/2015,17:41:55,Afternoon
593,10/01/2015,17:48:57,Afternoon
594,10/01/2015,17:50:19,Afternoon
595,10/01/2015,18:12:28,Dinner
596,10/01/2015,18:24:07,Dinner
597,10/01/2015,18:32:36,Dinner
598,10/01/2015,18:34:14,Dinner
599,10/01/2015,18:34:27,Dinner
600,10/01/2015,18:53:52,Dinner
601,10/01/2015,18:58:19,Dinner
602,10/01/2015,19:02:27,Dinner
603,10/01/2015,19:03:11,Dinner
604,10/01/2015,19:13:29,Dinner
605,10/01/2015,19:23:51,Dinner
606,10/01/2015,19:27:18,Dinner
607,10/01/2015,19:36:16,Dinner
608,10/01/2015,19:36:33,Dinner
609,10/01/2015,19:39:32,Dinner
610,10/01/2015,19:51:02,Dinner
611,10/01/2015,19:58:10,Dinner
612,10/01/2015,19:58:15,Dinner
613,10/01/2015,20:10:44,Dinner
614,10/01/2015,20:12:33,Dinner
615,10/01/2015,20:14:03,Dinner
616,10/01/2015,20:20:10,Dinner
617,10/01/2015,20:27:26,Dinner
618,10/01/2015,20:31:14,Dinner
619,10/01/2015,20:41:58,Dinner
620,10/01/2015,20:45:45,Dinner
621,10/01/2015,20:49:29,Dinner
622,10/01/2015,20:57:41,Dinner
623,10/01/2015,21:21:21,Dinner
624,10/01/2015,21:22:44,Dinner
625,10/01/2015,21:50:23,Dinner
626,10/01/2015,21:55:12,Dinner
627,10/01/2015,22:18:35,Dinner
628,10/01/2015,22:47:17,Dinner
629,10/01/2015,22:48:39,Dinner
630,11/01/2015,11:42:08,Lunch
631,11/01/2015,11:44:36,Lunch
632,11/01/2015,11:44:52,Lunch
633,11/01/2015,11:51:45,Lunch
634,11/01/2015,12:14:15,Lunch
635,11/01/2015,12:18:31,Lunch
636,11/01/2015,12:34:44,Lunch
637,11/01/2015,12:44:10,Lunch
638,11/01/2015,12:49:26,Lunch
639,11/01/2015,13:23:21,Lunch
640,11/01/2015,13:28:08,Lunch
641,11/01/2015,13:37:46,Lunch
642,11/01/2015,13:40:00,Lunch
643,11/01/2015,13:43:19,Lunch
644,11/01/2015,13:52:52,Lunch
645,11/01/2015,14:03:45,Lunch
646,11/01/2015,14:07:26,Lunch
647,11/01/2015,14:07:35,Lunch
648,11/01/2015,14:17:17,Lunch
649,11/01/2015,14:29:23,Lunch
650,11/01/2015,14:34:05,Lunch
651,11/01/2015,14:49:35,Lunch
652,11/01/2015,16:03:38,Afternoon
653,11/01/2015,16:18:23,Afternoon
654,11/01/2015,16:34:07,Afternoon
655,11/01/2015,16:43:33,Afternoon
656,11/01/2015,16:44:49,Afternoon
657,11/01/2015,16:45:47,Afternoon
658,11/01/2015,16:55:24,Afternoon
659,11/01/2015,16:56:39,Afternoon
660,11/01/2015,17:09:36,Afternoon
661,11/01/2015,17:18:14,Afternoon
662,11/01/2015,17:21:49,Afternoon
663,11/01/2015,17:29:14,Afternoon
664,11/01/2015,17:35:14,Afternoon
665,11/01/2015,17:42:23,Afternoon
666,11/01/2015,17:42:25,Afternoon
667,11/01/2015,18:13:08,Dinner
668,11/01/2015,18:13:12,Dinner
669,11/01/2015,18:40:44,Dinner
670,11/01/2015,18:46:25,Dinner
671,11/01/2015,19:18:42,Dinner
672,11/01/2015,19:18:46,Dinner
673,11/01/2015,19:28:13,Dinner
674,11/01/2015,19:33:05,Dinner
675,11/01/2015,19:33:19,Dinner
676,11/01/2015,19:44:57,Dinner
677,11/01/2015,19:51:09,Dinner
678,11/01/2015,19:52:49,Dinner
679,11/01/2015,20:31:02,Dinner
680,11/01/2015,21:07:30,Dinner
681,11/01/2015,21:29:50,Dinner
682,12/01/2015,11:38:15,Lunch
683,12/01/2015,11:39:08,Lunch
684,12/01/2015,12:01:23,Lunch
685,12/01/2015,12:11:46,Lunch
686,12/01/2015,12:13:07,Lunch
687,12/01/2015,12:21:09,Lunch
688,12/01/2015,12:26:41,Lunch
689,12/01/2015,12:33:22,Lunch
