ingredient_Alfredo Sauce,ingredient_Anchovies,ingredient_Artichoke,ingredient_Artichokes,ingredient_Arugula,ingredient_Asiago Cheese,ingredient_Bacon,ingredient_Barbecue Sauce,ingredient_Barbecued Chicken,ingredient_Beef Chuck Roast,ingredient_Blue Cheese,ingredient_Brie Carre Cheese,ingredient_Calabrese Salami,ingredient_Capocollo,ingredient_Caramelized Onions,ingredient_Chicken,ingredient_Chipotle Sauce,ingredient_Chorizo Sausage,ingredient_Cilantro,ingredient_Coarse Sicilian Salami,ingredient_Corn,ingredient_Eggplant,ingredient_Feta Cheese,ingredient_Fontina Cheese,ingredient_Friggitello Peppers,ingredient_Garlic,ingredient_Genoa Salami,ingredient_Goat Cheese,ingredient_Gorgonzola Piccante Cheese,ingredient_Gouda Cheese,ingredient_Green Olives,ingredient_Green Peppers,ingredient_Italian Sausage,ingredient_Jalapeno Peppers,ingredient_Kalamata Olives,ingredient_Luganega Sausage,ingredient_Mozzarella Cheese,ingredient_Mushrooms,ingredient_Nduja Salami,ingredient_Onions,ingredient_Oregano,ingredient_Pancetta,ingredient_Parmigiano Reggiano Cheese,ingredient_Pears,ingredient_Peperoncini verdi,ingredient_Pepperoni,ingredient_Pesto Sauce,ingredient_Pineapple,ingredient_Plum Tomatoes,ingredient_Prosciutto,ingredient_Prosciutto di San Daniele,ingredient_Provolone Cheese,ingredient_Red Onions,ingredient_Red Peppers,ingredient_Ricotta Cheese,ingredient_Romano Cheese,ingredient_Sliced Ham,ingredient_Smoked Gouda Cheese,ingredient_Soppressata Salami,ingredient_Spinach,ingredient_Sun-dried Tomatoes,ingredient_Thai Sweet Chilli Sauce,ingredient_Thyme,ingredient_Tomato Sauce,ingredient_Tomatoes,ingredient_Zucchini
0.0,0.21,0.42,1.15,0.0,0.2,1.28,0.44,0.42,0.58,0.46,0.14,0.0,1.24,0.11,0.99,0.3199999999999999,0.6900000000000001,0.62,0.8,0.6000000000000001,0.26,0.76,0.92,0.42,6.029999999999999,1.3,1.41,0.32,0.39,1.3,0.8,0.27,1.1,0.56,0.8500000000000001,7.540000000000001,1.1,0.48,0.4,0.42,0.09,0.16,0.07,0.21,4.69,0.2,0.55,0.1,0.06,0.0,0.28,2.45,2.5800000000000005,0.38,0.24,0.3,0.42,0.42,1.48,0.08,0.88,0.11,6.759999999999999,5.170000000000001,0.88
0.29,0.07,0.0,0.9,0.13,0.22,0.58,0.0,0.0,0.0,0.23,0.28,0.4,0.8500000000000001,0.22,0.8600000000000001,0.24,0.23,0.75,0.16,0.5800000000000001,0.13,0.53,0.22,0.14,3.1600000000000006,0.52,0.27,0.16,0.0,0.98,0.36,0.09,0.5900000000000001,0.51,0.17,4.9700000000000015,0.8399999999999999,0.16,0.08,0.0,0.03,0.08,0.14,0.07,2.71,0.1,0.6800000000000002,0.15,0.12,0.17,0.14,2.25,1.38,0.19,0.12,0.6,0.21,0.21,1.25,0.12,0.44,0.22,4.699999999999999,2.41,0.55
0.0,0.21,0.7000000000000001,0.96,0.0,0.53,1.04,1.1,1.05,0.58,0.23,0.0,0.1,0.6900000000000001,0.0,0.93,0.48,0.23,0.93,0.32,0.9,0.13,0.36,1.24,0.0,5.21,0.52,1.01,0.48,0.65,0.57,1.2400000000000002,0.09,1.75,0.37,0.34,8.06,0.8800000000000001,0.0,0.16,0.14,0.0,0.24,0.0,0.21,4.820000000000001,0.1,1.2900000000000005,0.0,0.0,0.0,0.14,2.4999999999999996,2.640000000000001,0.5700000000000001,0.12,1.2,0.21,0.42,0.98,0.0,0.66,0.0,5.579999999999999,4.369999999999999,0.55
0.58,0.35,0.42,0.99,0.39,0.62,1.04,0.44,0.42,0.8699999999999999,0.6900000000000001,0.0,0.2,0.76,0.0,1.4,0.12,0.23,0.09,0.16,0.16,0.13,0.71,0.48,0.0,4.990000000000001,0.26,0.94,0.16,0.39,1.04,0.6,0.09,0.68,0.43,0.17,6.170000000000001,1.1,0.0,0.08,0.28,0.0,0.08,0.0,0.14,3.64,0.67,0.14,0.0,0.0,0.51,0.42,2.4,2.3600000000000003,0.19,0.36,0.0,0.63,0.0,1.4700000000000002,0.11,0.44,0.0,6.56,3.78,0.33
0.29,0.0,0.14,0.57,0.0,0.29,0.47,0.22,0.21,0.58,0.0,0.0,0.1,0.18,0.0,1.13,0.2799999999999999,0.46,0.4,0.0,0.46,0.0,0.53,0.16,0.14,1.96,0.0,0.27,0.48,0.13,0.41,0.28,0.18,0.53,0.27,0.0,3.5999999999999996,0.52,0.16,0.0,0.0,0.03,0.24,0.0,0.07,1.7100000000000002,0.15,0.28,0.0,0.0,0.0,0.0,1.3199999999999998,1.6,0.5700000000000001,0.0,0.0,0.0,0.0,0.68,0.11,0.88,0.0,2.789999999999999,1.95,0.11
1.45,0.14,0.42,1.4700000000000002,0.39,1.09,2.11,0.0,0.0,1.16,0.23,0.0,0.1,1.6900000000000002,0.0,2.09,0.08,1.84,0.44,0.32,0.28,0.13,1.24,1.14,0.7000000000000001,6.700000000000002,1.56,1.88,0.0,0.39,1.05,0.36,0.72,0.9400000000000002,0.49,0.34,8.450000000000001,2.5700000000000003,0.8,0.16,0.56,0.15,0.0,0.0,0.28,5.6000000000000005,0.54,0.95,0.0,0.0,0.51,0.14,3.4799999999999995,2.5599999999999996,0.0,0.12,0.8999999999999999,0.21,0.63,1.4300000000000002,0.22,0.44,0.0,10.830000000000002,5.2299999999999995,0.33
0.0,0.28,0.42,0.55,0.13,0.12,0.93,0.44,0.42,0.29,0.46,0.0,0.2,1.07,0.0,1.13,0.48,0.46,0.93,0.64,0.9,0.13,0.42,0.48,0.14,4.5200000000000005,0.78,0.6000000000000001,0.32,0.39,0.98,0.48,0.18,1.35,0.45,0.68,6.560000000000001,0.53,0.16,0.32,0.42,0.03,0.16,0.0,0.0,3.26,0.38,0.48,0.1,0.0,0.17,0.28,1.9000000000000004,2.31,0.38,0.24,0.3,0.42,0.0,0.8999999999999999,0.08,0.66,0.0,5.6899999999999995,4.19,0.22
0.0,0.21,0.56,0.12,0.26,0.15,0.12,0.44,0.42,0.58,0.23,0.0,0.1,0.26,0.0,0.26,0.2,0.23,0.53,0.0,0.44,0.0,0.44,0.64,0.0,2.31,0.0,0.2,0.0,0.52,0.65,0.32,0.09,1.22,0.27,0.0,3.480000000000001,0.16,0.0,0.0,0.14,0.0,0.0,0.0,0.0,1.3400000000000003,0.0,0.81,0.0,0.0,0.34,0.14,0.96,0.58,0.0,0.12,0.8999999999999999,0.21,0.0,0.54,0.0,0.0,0.0,3.7599999999999993,1.6800000000000002,0.0
0.29,0.07,0.0,0.4499999999999999,0.13,0.18,1.4,0.0,0.0,0.0,0.23,0.0,0.1,0.32,0.0,0.72,0.16,0.92,0.31,0.64,0.3,0.0,0.24,0.44,0.0,2.08,0.26,0.27,0.0,0.0,1.4500000000000002,0.2,0.36,0.25,0.0,0.68,5.420000000000003,1.29,0.0,0.32,0.0,0.0,0.0,0.0,0.07,3.61,0.15,0.6800000000000002,0.0,0.0,0.17,0.14,1.08,1.23,0.0,0.12,0.6,0.21,0.42,0.93,0.11,0.44,0.0,4.409999999999999,2.0099999999999993,0.11
1.16,0.14,0.7000000000000001,0.57,0.13,0.7500000000000001,0.7,0.22,0.21,0.29,0.0,0.42,0.2,0.5800000000000001,0.33,1.7999999999999998,0.12,0.46,0.09,0.8,0.16,0.0,0.35,0.8,0.14,4.620000000000001,0.26,0.47,0.64,0.65,1.2000000000000002,0.44,0.18,1.08,0.16,0.8500000000000001,6.32,1.06,0.16,0.4,0.14,0.03,0.32,0.21,0.07,2.67,0.15,0.75,0.0,0.18,0.17,0.0,1.85,1.96,0.76,0.0,0.6,0.0,0.0,0.8400000000000001,0.11,0.66,0.33,6.58,2.78,0.11
0.29,0.28,0.28,0.42,0.26,0.37,0.46,0.22,0.21,0.29,0.23,0.14,0.1,0.41,0.11,1.54,0.04,0.0,0.22,0.0,0.14,0.0,0.27,0.76,0.14,3.17,0.52,0.0,0.16,0.26,0.45,0.28,0.0,0.5700000000000001,0.16,0.0,4.490000000000001,0.69,0.16,0.0,0.0,0.03,0.08,0.07,0.0,1.57,0.15,0.6900000000000002,0.0,0.06,0.34,0.14,1.6700000000000002,1.92,0.19,0.12,0.3,0.21,0.42,0.48,0.11,1.32,0.11,3.919999999999999,2.8399999999999994,0.11
0.0,0.14,0.0,1.19,0.13,0.3,1.04,0.44,0.42,0.0,0.0,0.0,0.0,0.2299999999999999,0.0,0.5700000000000001,0.12,0.23,0.09,0.48,0.16,0.13,0.12,0.66,0.0,3.140000000000001,0.0,0.74,0.16,0.0,0.4599999999999999,0.68,0.09,0.08,0.27,0.51,6.050000000000002,0.8500000000000001,0.0,0.24,0.14,0.0,0.08,0.0,0.14,2.91,0.25,1.29,0.05,0.0,0.17,0.0,1.68,1.84,0.19,0.0,1.2,0.0,0.63,0.93,0.15,0.66,0.0,3.7399999999999993,2.5800000000000005,0.55
0.0,0.07,0.14,0.8,0.13,0.12,1.16,0.22,0.21,0.29,0.6900000000000001,0.14,0.0,0.47,0.11,0.56,0.48,0.46,0.93,0.32,0.9,0.13,0.3,0.38,0.14,3.2500000000000004,0.78,0.27,0.32,0.13,0.28,0.44,0.18,0.95,0.28,0.34,6.910000000000001,0.79,0.16,0.16,0.0,0.03,0.16,0.07,0.07,4.590000000000001,0.39,0.8800000000000001,0.05,0.06,0.17,0.42,1.4500000000000002,1.5300000000000002,0.38,0.36,0.8999999999999999,0.63,0.21,0.64,0.15,0.22,0.11,4.89,2.8099999999999996,0.33
0.0,0.07,0.56,0.69,0.13,0.38,0.36,0.66,0.63,0.0,0.23,0.0,0.1,0.5900000000000001,0.0,0.26,0.3199999999999999,0.6900000000000001,0.62,0.0,0.6000000000000001,0.0,0.1699999999999999,0.64,0.0,2.58,0.52,0.47,0.16,0.52,0.49,0.64,0.27,1.3,0.1,0.0,3.1199999999999997,0.6599999999999999,0.0,0.0,0.14,0.0,0.08,0.0,0.07,1.5800000000000003,0.15,0.27,0.0,0.0,0.17,0.14,1.11,0.8300000000000001,0.19,0.12,0.3,0.21,0.0,0.8200000000000001,0.11,0.0,0.0,3.95,2.19,0.0
0.0,0.0,0.14,0.3,0.13,0.0,0.0,0.22,0.21,0.0,0.23,0.0,0.1,0.36,0.0,0.74,0.16,0.0,0.31,0.32,0.3,0.0,0.0,0.16,0.0,2.04,0.0,0.74,0.48,0.13,0.33,0.36,0.0,0.45,0.0,0.34,3.97,0.22,0.0,0.16,0.14,0.0,0.24,0.0,0.14,1.9,0.28,0.41,0.0,0.0,0.17,0.14,0.4499999999999999,1.18,0.5700000000000001,0.12,0.3,0.21,0.0,0.54,0.0,0.44,0.0,2.91,1.7500000000000002,0.11
0.58,0.14,0.14,0.74,0.39,0.66,0.47,0.88,0.84,0.29,0.46,0.14,0.1,0.54,0.11,1.0900000000000003,0.2,0.46,0.53,0.16,0.44,0.0,0.38,0.16,0.28,2.53,0.52,0.2,0.32,0.13,0.67,0.7999999999999999,0.18,0.6200000000000001,0.38,0.17,7.139999999999999,0.65,0.32,0.08,0.14,0.06,0.16,0.07,0.0,4.419999999999999,0.15,0.95,0.05,0.06,0.51,0.28,1.6700000000000002,1.7600000000000002,0.38,0.24,0.8999999999999999,0.42,0.0,0.85,0.15,0.44,0.11,6.2700000000000005,2.979999999999999,0.0
0.0,0.07,0.28,0.75,0.52,0.08,0.35,0.44,0.42,0.29,0.23,0.0,0.0,0.56,0.0,0.32,0.3999999999999999,0.23,0.49,0.0,0.62,0.0,0.18,0.54,0.14,3.06,0.52,1.01,0.48,0.26,0.08,0.68,0.09,0.81,0.11,0.0,4.830000000000001,0.74,0.16,0.0,0.14,0.03,0.24,0.0,0.21,1.58,0.15,0.34,0.0,0.0,0.68,0.14,0.9400000000000002,1.12,0.5700000000000001,0.12,0.3,0.21,0.21,0.29,0.11,0.22,0.0,5.28,2.21,0.11
0.0,0.07,0.28,0.42,0.13,0.2299999999999999,0.93,0.0,0.0,0.29,0.23,0.0,0.1,0.8500000000000001,0.0,1.03,0.6,0.46,1.02,0.48,1.06,0.13,0.26,0.32,0.0,3.340000000000001,0.52,0.8700000000000001,0.16,0.26,0.79,0.12,0.18,1.23,0.16,0.51,5.020000000000001,0.43,0.0,0.24,0.42,0.0,0.08,0.0,0.07,2.6300000000000003,0.1,0.8200000000000001,0.0,0.0,0.17,0.14,1.41,2.1,0.19,0.12,0.6,0.21,0.0,0.5800000000000001,0.0,0.88,0.0,3.979999999999999,3.3300000000000005,0.33
0.29,0.14,0.28,0.8,0.26,0.3,1.28,0.22,0.21,0.29,0.0,0.0,0.3,1.0,0.0,1.1700000000000002,0.44,0.6900000000000001,0.71,0.32,0.76,0.13,0.39,0.54,0.56,4.360000000000001,1.04,0.27,0.48,0.26,0.75,0.4,0.27,0.98,0.28,0.34,7.8900000000000015,0.76,0.64,0.16,0.0,0.12,0.24,0.0,0.07,4.46,0.39,0.75,0.05,0.0,0.34,0.0,2.76,2.16,0.5700000000000001,0.0,0.6,0.0,0.21,0.8500000000000001,0.15,0.66,0.0,6.249999999999999,3.85,0.44
0.29,0.0,0.14,0.42,0.26,0.33,0.7,0.22,0.21,0.0,0.23,0.0,0.0,0.27,0.0,0.68,0.0,0.46,0.0,0.32,0.0,0.0,0.0,0.38,0.0,1.12,0.26,0.2,0.0,0.13,0.2,0.24,0.18,0.2,0.05,0.34,3.4899999999999993,0.48,0.0,0.16,0.14,0.0,0.0,0.0,0.0,1.32,0.15,0.95,0.0,0.0,0.34,0.14,0.5,1.0299999999999998,0.0,0.12,0.8999999999999999,0.21,0.21,0.27,0.11,0.44,0.0,2.9099999999999997,1.27,0.0
0.0,0.07,0.28,0.92,0.26,0.2299999999999999,1.28,0.0,0.0,0.8699999999999999,0.46,0.0,0.3,0.9,0.0,1.62,0.2799999999999999,0.6900000000000001,0.97,0.8,0.7200000000000001,0.0,0.9899999999999998,0.98,0.14,5.030000000000001,0.52,0.74,0.32,0.26,1.8100000000000005,0.16,0.27,1.16,0.55,0.8500000000000001,8.16,1.65,0.16,0.4,0.14,0.03,0.16,0.0,0.14,3.5000000000000004,0.7100000000000001,1.3600000000000003,0.05,0.0,0.34,0.28,1.9900000000000004,2.22,0.38,0.24,1.2,0.42,0.63,2.04,0.15,0.88,0.0,7.57,4.7,0.0
0.58,0.21,0.42,1.7499999999999998,0.26,0.48,1.29,1.32,1.26,0.8699999999999999,0.92,0.0,0.1,1.08,0.0,1.5,0.24,1.15,1.32,0.48,0.8400000000000001,0.26,1.02,0.7,0.0,5.44,1.3,1.35,1.12,0.39,1.5100000000000002,1.36,0.4499999999999999,1.62,0.67,0.51,9.830000000000004,1.3600000000000003,0.0,0.24,0.0,0.0,0.56,0.0,0.35,4.140000000000001,0.63,0.8800000000000001,0.1,0.0,0.34,0.56,2.15,2.71,1.33,0.48,0.8999999999999999,0.84,0.21,1.95,0.19,0.22,0.0,8.889999999999999,5.67,0.66
0.29,0.07,0.42,1.4500000000000002,0.39,0.22,0.6900000000000001,0.22,0.21,0.29,0.23,0.14,0.1,0.51,0.11,0.62,0.24,0.0,0.18,0.32,0.32,0.13,0.5900000000000001,0.7,0.42,4.040000000000001,0.52,0.54,0.16,0.39,0.6900000000000001,0.16,0.0,0.76,0.45,0.34,4.640000000000001,0.73,0.48,0.16,0.0,0.09,0.08,0.07,0.14,2.2500000000000004,0.68,0.27,0.1,0.06,0.51,0.14,1.7400000000000002,1.22,0.19,0.12,0.3,0.21,0.21,1.3700000000000003,0.3,0.0,0.11,5.029999999999999,2.5999999999999996,0.22
1.16,0.07,0.42,1.99,0.26,0.8600000000000001,1.74,1.1,1.05,0.29,0.23,0.28,0.4,1.06,0.22,3.0900000000000003,0.2,0.6900000000000001,0.53,0.48,0.44,0.26,0.5800000000000001,0.7,0.14,5.200000000000002,0.0,1.41,0.32,0.39,1.4600000000000002,1.04,0.27,1.02,0.55,0.51,8.96,1.5500000000000005,0.16,0.24,0.42,0.03,0.16,0.14,0.21,4.949999999999999,0.78,0.8300000000000002,0.1,0.12,0.34,0.14,2.6999999999999997,4.67,0.38,0.12,0.3,0.21,0.21,1.8400000000000003,0.3,1.76,0.22,7.939999999999999,5.140000000000001,0.44
0.0,0.0,0.28,1.4700000000000002,0.0,0.19,1.39,0.0,0.0,0.8699999999999999,0.46,0.28,0.0,0.55,0.22,0.5800000000000001,0.04,0.46,0.22,0.32,0.14,0.0,1.2299999999999998,0.54,0.14,3.9500000000000006,0.26,1.21,0.32,0.26,1.04,0.12,0.18,0.5700000000000001,0.89,0.34,5.210000000000002,1.2000000000000002,0.16,0.16,0.28,0.03,0.16,0.14,0.21,4.510000000000001,0.43,0.34,0.15,0.12,0.0,0.28,1.7100000000000002,1.3,0.38,0.24,0.3,0.42,0.21,2.18,0.2299999999999999,0.22,0.22,5.76,2.6799999999999993,0.11
0.29,0.14,0.0,0.5,0.0,0.18,0.35,0.22,0.21,0.29,0.23,0.0,0.1,0.5,0.0,0.78,0.24,0.23,0.18,0.48,0.32,0.0,0.6499999999999999,0.0,0.0,3.3400000000000007,0.26,0.74,0.16,0.0,0.87,0.48,0.09,0.16,0.28,0.51,3.4999999999999996,1.1,0.0,0.24,0.14,0.0,0.08,0.0,0.14,1.95,0.14,0.14,0.05,0.0,0.0,0.14,1.82,1.4399999999999995,0.19,0.12,0.0,0.21,0.0,1.02,0.04,0.44,0.0,3.6999999999999993,2.32,0.22
0.29,0.14,0.28,1.4700000000000002,0.26,0.33,1.27,0.44,0.42,0.58,0.6900000000000001,0.0,0.2,0.5800000000000001,0.0,1.5,0.2799999999999999,0.23,0.97,0.32,0.7200000000000001,0.26,0.44,0.32,0.0,3.57,0.26,0.47,0.32,0.26,0.9000000000000001,0.56,0.09,1.16,0.27,0.34,7.509999999999999,0.6800000000000002,0.0,0.16,0.14,0.0,0.16,0.0,0.07,3.82,0.79,0.8200000000000001,0.0,0.0,0.34,0.42,2.06,2.6900000000000004,0.38,0.36,0.6,0.63,0.0,1.16,0.33,0.88,0.0,4.93,4.0699999999999985,0.66
0.58,0.14,0.28,0.39,0.26,0.5800000000000001,0.82,0.44,0.42,0.0,0.23,0.0,0.1,0.44,0.0,0.99,0.04,0.6900000000000001,0.22,0.0,0.14,0.0,0.08,0.32,0.42,2.49,0.0,0.67,0.16,0.26,0.5700000000000001,0.56,0.27,0.5700000000000001,0.1,0.0,5.510000000000002,0.52,0.48,0.0,0.28,0.09,0.08,0.0,0.07,3.28,0.14,0.6100000000000001,0.0,0.0,0.34,0.14,1.88,1.5900000000000003,0.19,0.12,0.6,0.21,0.0,1.03,0.0,0.22,0.0,4.81,2.27,0.22
0.29,0.0,0.28,0.7200000000000001,0.26,0.33,0.46,0.88,0.84,0.58,0.23,0.0,0.1,0.53,0.0,0.5900000000000001,0.16,0.0,0.31,0.48,0.3,0.0,0.72,0.76,0.14,2.5900000000000003,0.26,0.4,0.32,0.26,0.43,0.8,0.0,0.65,0.78,0.51,4.980000000000001,0.77,0.16,0.24,0.28,0.03,0.16,0.0,0.0,1.84,0.0,0.8800000000000001,0.15,0.0,0.34,0.14,1.39,1.5,0.38,0.12,0.8999999999999999,0.21,0.42,0.8200000000000001,0.12,0.22,0.0,4.79,2.0999999999999996,0.0
0.29,0.0,0.14,0.87,0.0,0.29,0.7,0.88,0.84,0.58,0.0,0.14,0.3,0.6400000000000001,0.11,0.75,0.16,0.46,0.31,0.32,0.3,0.0,0.4499999999999999,0.38,0.28,3.4800000000000004,0.0,1.35,0.16,0.13,0.5900000000000001,0.72,0.18,0.45,0.27,0.34,3.3099999999999996,0.6599999999999999,0.32,0.16,0.0,0.06,0.08,0.07,0.35,1.09,0.0,0.14,0.0,0.06,0.0,0.0,1.73,1.55,0.19,0.0,0.0,0.0,0.21,0.23,0.0,0.44,0.11,3.59,2.66,0.0
